要素ID,項目名,コンテキストID,相対年度,連結・個別,期間・時点,ユニットID,単位,値
jppfs_cor:DeferredTaxAssets,繰延税金資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,18056000000
jppfs_cor:GuaranteeDepositsIOA,差入保証金、投資その他の資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,45171000000
jppfs_cor:PrepaidPensionCostIOA,前払年金費用、投資その他の資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,377000000
jppfs_cor:OtherIOA,その他、投資その他の資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,169000000
jppfs_cor:AllowanceForDoubtfulAccountsIOAByGroup,貸倒引当金、投資その他の資産、一括控除,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,-18000000
jppfs_cor:InvestmentsAndOtherAssets,投資その他の資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,522523000000
jppfs_cor:NoncurrentAssets,固定資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,1330613000000
jppfs_cor:Assets,資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,1436527000000
jppfs_cor:OperatingAccountsPayable,営業未払金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,9069000000
jppfs_cor:ShortTermLoansPayableToSubsidiariesAndAffiliates,関係会社短期借入金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,11769000000
jppfs_cor:CurrentPortionOfBonds,１年内償還予定の社債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,50000000000
jppfs_cor:CurrentPortionOfLongTermLoansPayable,１年内返済予定の長期借入金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,63069000000
jppfs_cor:AccountsPayableOther,未払金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,4434000000
jppfs_cor:AccruedExpenses,未払費用,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,2834000000
jppfs_cor:IncomeTaxesPayable,未払法人税等,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,8859000000
jppfs_cor:AdvancesReceived,前受金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,6820000000
jpcrp030000-asr_E04002-000:DepositsReceivedFromTenants,,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,JPY,円,45475000000
jppfs_cor:DepositsReceived,預り金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,10237000000
jppfs_cor:ProvisionForBonuses,賞与引当金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,1696000000
jpcrp030000-asr_E04002-000:ProvisionForDirectorsRemunerationBasedOnPerformance,,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,JPY,円,36000000
jppfs_cor:ProvisionForLossOnStoreClosing,店舗閉鎖損失引当金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,650000000
jppfs_cor:NotesPayableFacilities,設備関係支払手形,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,2772000000
jpcrp030000-asr_E04002-000:ElectronicallyRecordedObligationsOperatingFacilities,,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,JPY,円,7281000000
jppfs_cor:AccountsPayableFacilities,設備関係未払金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,5757000000
jppfs_cor:OtherCL,その他、流動負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,5391000000
jppfs_cor:CurrentLiabilities,流動負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,236157000000
jppfs_cor:BondsPayable,社債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,405000000000
jppfs_cor:LongTermLoansPayable,長期借入金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,181129000000
jpcrp030000-asr_E04002-000:ProvisionForLossOnStoreClosingsNCL,,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,JPY,円,1095000000
jppfs_cor:AssetRetirementObligationsNCL,資産除去債務、固定負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,17549000000
jppfs_cor:LongTermGuaranteeDeposited,長期預り保証金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,129960000000
jppfs_cor:OtherNCL,その他、固定負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,29000000
jppfs_cor:NoncurrentLiabilities,固定負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,734764000000
jppfs_cor:Liabilities,負債,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,970921000000
jppfs_cor:CapitalStock,資本金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,42383000000
jppfs_cor:LegalCapitalSurplus,資本準備金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,42691000000
jppfs_cor:CapitalSurplus,資本剰余金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,42691000000
jppfs_cor:LegalRetainedEarnings,利益準備金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,1371000000
jppfs_cor:ReserveForAdvancedDepreciationOfNoncurrentAssets,固定資産圧縮積立金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,390000000
jpcrp030000-asr_E04002-000:ReserveForTaxSystemToPromoteOpenInnovationORE,,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,JPY,円,37000000
jppfs_cor:GeneralReserve,別途積立金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,28770000000
jppfs_cor:RetainedEarningsBroughtForward,繰越利益剰余金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,349171000000
jppfs_cor:RetainedEarnings,利益剰余金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,379740000000
jppfs_cor:TreasuryStock,自己株式,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,-8000000
jppfs_cor:ShareholdersEquity,株主資本,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,464806000000
jppfs_cor:ValuationDifferenceOnAvailableForSaleSecurities,その他有価証券評価差額金,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,763000000
jppfs_cor:ValuationAndTranslationAdjustments,評価・換算差額等,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,763000000
jppfs_cor:SubscriptionRightsToShares,新株予約権,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,35000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,465606000000
jppfs_cor:LiabilitiesAndNetAssets,負債純資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,1436527000000
jppfs_cor:OperatingRevenue1,営業収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,318287000000
jppfs_cor:OperatingCost,営業原価,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,255644000000
jppfs_cor:OperatingGrossProfit,営業総利益又は営業総損失（△）,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,62643000000
jppfs_cor:SellingGeneralAndAdministrativeExpenses,販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,27315000000
jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,35328000000
jppfs_cor:InterestIncomeNOI,受取利息、営業外収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,1562000000
jppfs_cor:DividendsIncomeNOI,受取配当金、営業外収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,361000000
jpcrp030000-asr_E04002-000:PenaltyIncomeFromLeavingTenantsNOI,,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,JPY,円,812000000
jppfs_cor:ForeignExchangeGainsNOI,為替差益、営業外収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,508000000
jppfs_cor:SubsidyIncomeNOI,補助金収入、営業外収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,87000000
jppfs_cor:InsuranceIncomeNOI,受取保険金、営業外収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,99000000
jppfs_cor:OtherNOI,その他、営業外収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,135000000
jppfs_cor:NonOperatingIncome,営業外収益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,3568000000
jppfs_cor:InterestExpensesNOE,支払利息、営業外費用,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,5462000000
jppfs_cor:OtherNOE,その他、営業外費用,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,1063000000
jppfs_cor:NonOperatingExpenses,営業外費用,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,6526000000
jppfs_cor:OrdinaryIncome,経常利益又は経常損失（△）,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,32370000000
jppfs_cor:GainOnSalesOfNoncurrentAssetsEI,固定資産売却益、特別利益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,2009000000
jppfs_cor:GainOnSalesOfInvestmentSecuritiesEI,投資有価証券売却益、特別利益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,938000000
jppfs_cor:ExtraordinaryIncome,特別利益,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,2948000000
jppfs_cor:LossOnSalesOfNoncurrentAssetsEL,固定資産売却損、特別損失,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,3000000
jppfs_cor:LossOnRetirementOfNoncurrentAssetsEL,固定資産除却損、特別損失,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,904000000
jppfs_cor:ImpairmentLossEL,減損損失、特別損失,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,－
jppfs_cor:ProvisionForLossOnStoreClosingEL,店舗閉鎖損失引当金繰入額、特別損失,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,650000000
jppfs_cor:OtherEL,その他、特別損失,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,49000000
jppfs_cor:ExtraordinaryLoss,特別損失,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,1608000000
jppfs_cor:IncomeBeforeIncomeTaxes,税引前当期純利益又は税引前当期純損失（△）,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,33710000000
jppfs_cor:IncomeTaxesCurrent,法人税、住民税及び事業税,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,12698000000
jppfs_cor:IncomeTaxesDeferred,法人税等調整額,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,-2327000000
jppfs_cor:IncomeTaxes,法人税等,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,10371000000
jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,23339000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_CapitalStockMember,前々期末,個別,時点,JPY,円,42381000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_LegalCapitalSurplusMember,前々期末,個別,時点,JPY,円,42690000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_CapitalSurplusMember,前々期末,個別,時点,JPY,円,42690000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_LegalRetainedEarningsMember,前々期末,個別,時点,JPY,円,1371000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_OtherRetainedEarningsMember,前々期末,個別,時点,JPY,円,366407000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_RetainedEarningsMember,前々期末,個別,時点,JPY,円,367778000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_TreasuryStockMember,前々期末,個別,時点,JPY,円,-7000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_ShareholdersEquityMember,前々期末,個別,時点,JPY,円,452842000000
jppfs_cor:IssuanceOfNewShares,新株の発行,Prior1YearDuration_NonConsolidatedMember_CapitalStockMember,前期,個別,期間,JPY,円,1000000
jppfs_cor:IssuanceOfNewShares,新株の発行,Prior1YearDuration_NonConsolidatedMember_LegalCapitalSurplusMember,前期,個別,期間,JPY,円,1000000
jppfs_cor:IssuanceOfNewShares,新株の発行,Prior1YearDuration_NonConsolidatedMember_CapitalSurplusMember,前期,個別,期間,JPY,円,1000000
jppfs_cor:IssuanceOfNewShares,新株の発行,Prior1YearDuration_NonConsolidatedMember_ShareholdersEquityMember,前期,個別,期間,JPY,円,2000000
jppfs_cor:DividendsFromSurplus,剰余金の配当,Prior1YearDuration_NonConsolidatedMember_OtherRetainedEarningsMember,前期,個別,期間,JPY,円,-11377000000
jppfs_cor:DividendsFromSurplus,剰余金の配当,Prior1YearDuration_NonConsolidatedMember_RetainedEarningsMember,前期,個別,期間,JPY,円,-11377000000
jppfs_cor:DividendsFromSurplus,剰余金の配当,Prior1YearDuration_NonConsolidatedMember_ShareholdersEquityMember,前期,個別,期間,JPY,円,-11377000000
jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Prior1YearDuration_NonConsolidatedMember_OtherRetainedEarningsMember,前期,個別,期間,JPY,円,23339000000
jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Prior1YearDuration_NonConsolidatedMember_RetainedEarningsMember,前期,個別,期間,JPY,円,23339000000
jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Prior1YearDuration_NonConsolidatedMember_ShareholdersEquityMember,前期,個別,期間,JPY,円,23339000000
jppfs_cor:PurchaseOfTreasuryStock,自己株式の取得,Prior1YearDuration_NonConsolidatedMember_TreasuryStockMember,前期,個別,期間,JPY,円,-0
jppfs_cor:PurchaseOfTreasuryStock,自己株式の取得,Prior1YearDuration_NonConsolidatedMember_ShareholdersEquityMember,前期,個別,期間,JPY,円,-0
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_CapitalStockMember,前期,個別,期間,JPY,円,1000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_LegalCapitalSurplusMember,前期,個別,期間,JPY,円,1000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_CapitalSurplusMember,前期,個別,期間,JPY,円,1000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_LegalRetainedEarningsMember,前期,個別,期間,JPY,円,－
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_OtherRetainedEarningsMember,前期,個別,期間,JPY,円,11962000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_RetainedEarningsMember,前期,個別,期間,JPY,円,11962000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_TreasuryStockMember,前期,個別,期間,JPY,円,-0
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_ShareholdersEquityMember,前期,個別,期間,JPY,円,11963000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_CapitalStockMember,前期末,個別,時点,JPY,円,42383000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_LegalCapitalSurplusMember,前期末,個別,時点,JPY,円,42691000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_CapitalSurplusMember,前期末,個別,時点,JPY,円,42691000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_LegalRetainedEarningsMember,前期末,個別,時点,JPY,円,1371000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_OtherRetainedEarningsMember,前期末,個別,時点,JPY,円,378369000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_RetainedEarningsMember,前期末,個別,時点,JPY,円,379740000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_TreasuryStockMember,前期末,個別,時点,JPY,円,-8000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_ShareholdersEquityMember,前期末,個別,時点,JPY,円,464806000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前々期末,個別,時点,JPY,円,1120000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember,前々期末,個別,時点,JPY,円,1120000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember_SubscriptionRightsToSharesMember,前々期末,個別,時点,JPY,円,27000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonConsolidatedMember,前々期末,個別,時点,JPY,円,453991000000
jppfs_cor:IssuanceOfNewShares,新株の発行,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,2000000
jppfs_cor:DividendsFromSurplus,剰余金の配当,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,-11377000000
jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,23339000000
jppfs_cor:PurchaseOfTreasuryStock,自己株式の取得,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,-0
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前期,個別,期間,JPY,円,-356000000
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember,前期,個別,期間,JPY,円,-356000000
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_NonConsolidatedMember_SubscriptionRightsToSharesMember,前期,個別,期間,JPY,円,8000000
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,-348000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前期,個別,期間,JPY,円,-356000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember,前期,個別,期間,JPY,円,-356000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember_SubscriptionRightsToSharesMember,前期,個別,期間,JPY,円,8000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,11614000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前期末,個別,時点,JPY,円,763000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember,前期末,個別,時点,JPY,円,763000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_SubscriptionRightsToSharesMember,前期末,個別,時点,JPY,円,35000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,465606000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_CapitalStockMember,前期末,個別,時点,JPY,円,42383000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_LegalCapitalSurplusMember,前期末,個別,時点,JPY,円,42691000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_CapitalSurplusMember,前期末,個別,時点,JPY,円,42691000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_LegalRetainedEarningsMember,前期末,個別,時点,JPY,円,1371000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_OtherRetainedEarningsMember,前期末,個別,時点,JPY,円,378369000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_RetainedEarningsMember,前期末,個別,時点,JPY,円,379740000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_TreasuryStockMember,前期末,個別,時点,JPY,円,-8000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_ShareholdersEquityMember,前期末,個別,時点,JPY,円,464806000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前期末,個別,時点,JPY,円,763000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember,前期末,個別,時点,JPY,円,763000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember_SubscriptionRightsToSharesMember,前期末,個別,時点,JPY,円,35000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonConsolidatedMember,前期末,個別,時点,JPY,円,465606000000
jppfs_cor:EmployeesSalariesAndBonusesSGA,従業員給料及び賞与、販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,5562000000
jppfs_cor:ProvisionForBonusesSGA,賞与引当金繰入額、販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,817000000
jpcrp030000-asr_E04002-000:ProvisionForDirectorsRemunerationBasedOnPerformanceSGA,,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,JPY,円,36000000
jppfs_cor:RetirementBenefitExpensesSGA,退職給付費用、販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,117000000
jppfs_cor:DepreciationSGA,減価償却費、販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,1066000000
jppfs_cor:SalesCommissionSGA,販売手数料、販売費及び一般管理費,Prior1YearDuration_NonConsolidatedMember,前期,個別,期間,JPY,円,3622000000
jpcrp_cor:NotesRegardingIssuedSharesAndTreasurySharesTextBlock,発行済株式及び自己株式に関する注記 [テキストブロック],Prior1YearDuration,前期,その他,期間,－,－,"１．発行済株式の種類及び総数並びに自己株式の種類及び株式数に関する事項 当連結会計年度　期首株式数（株）当連結会計年度　増加株式数（株）当連結会計年度　減少株式数（株）当連結会計年度末株式数（株）発行済株式    普通株式（注）１．227,559,3391,600―227,560,939合計227,559,3391,600―227,560,939自己株式    普通株式（注）２．4,270526―4,796合計4,270526―4,796　（注）１．発行済株式の増加1,600株は、新株予約権の行使による増加であります。２．自己株式の数の増加は、単元未満株式の買取り526株による増加分であります。 "
jpcrp_cor:NotesRegardingNewShareSubscriptionRightsEtcTextBlock,新株予約権等に関する注記 [テキストブロック],Prior1YearDuration,前期,その他,期間,－,－,２．新株予約権及び自己新株予約権に関する事項区分新株予約権の内訳新株予約権の目的となる株式の種類新株予約権の目的となる株式の数（株）当連結会計年度末残高（百万円）当連結会計年度期首当連結会計年度増加当連結会計年度減少当連結会計年度末 提出会社ストック・オプションとしての新株予約権 －----35 合計 －----35
jpcrp_cor:NotesRegardingDividendTextBlock,配当に関する注記 [テキストブロック],Prior1YearDuration,前期,その他,期間,－,－,"３．配当に関する事項(1) 配当金支払額決議株式の種類配当金の総額（百万円）１株当たり配当額（円）基準日効力発生日2023年４月11日取締役会普通株式5,68825.002023年２月28日2023年５月１日2023年10月10日取締役会普通株式5,68825.002023年８月31日2023年10月20日 (2) 基準日が当連結会計年度に属する配当のうち、配当の効力発生日が翌連結会計年度となるもの決議株式の種類配当金の総額（百万円）配当の原資１株当たり配当額（円）基準日効力発生日2024年４月９日取締役会 普通株式5,688利益剰余金25.002024年２月29日2024年５月７日  "
jpcrp_cor:FootnotesRegardingSegmentInformationTableTextBlock,セグメント表の脚注 [テキストブロック],Prior1YearDuration,前期,その他,期間,－,－,"（注）１．その他（海外）は、ミャンマー等であります。２．調整額は以下のとおりであります。（１）セグメント利益又は損失（△）の調整額は、セグメント間取引に係る未実現利益の調整であります。（２）セグメント資産の調整額61,647百万円の主な内訳は、各報告セグメントに配分していない全社資産60,050百万円及びセグメント間取引消去等であります。（３）減価償却費の調整額は、固定資産に係る未実現利益の調整であります。３．セグメント利益又は損失（△）は、連結損益計算書の営業利益と調整を行っております。４．減価償却費並びに有形固定資産及び無形固定資産の増加額には、長期前払費用と同費用に係る償却費が含まれております。 "
jpcrp_cor:InformationForEachProductOrServiceTextBlock,製品及びサービスごとの情報 [テキストブロック],Prior1YearDuration,前期,その他,期間,－,－,１．製品及びサービスごとの情報　モール事業の外部顧客への営業収益が連結損益計算書の営業収益の90％を超えるため、記載を省略しております。
jpcrp_cor:RevenuesFromExternalCustomersInformationForEachRegionTextBlock,売上高、地域ごとの情報 [テキストブロック],Prior1YearDuration,前期,その他,期間,－,－,(1) 営業収益　セグメント情報に同様の情報を開示しているため、記載を省略しております。
jpcrp_cor:PropertyPlantAndEquipmentInformationForEachRegionTextBlock,有形固定資産、地域ごとの情報 [テキストブロック],Prior1YearDuration,前期,その他,期間,－,－,"(2) 有形固定資産（単位：百万円）日本中国ベトナムカンボジアインドネシアその他（海外）合計826,420243,56472,26892,13985,7313,5481,323,673"
jpcrp_cor:InformationForEachOfMainCustomersTextBlock,主要な顧客ごとの情報 [テキストブロック],Prior1YearDuration,前期,その他,期間,－,－,"３．主要な顧客ごとの情報顧客の名称又は氏名営業収益（百万円）関連するセグメント名イオンリテール株式会社38,511日本"
jpcrp030000-asr_E04002-000:NotesRegardingOtherRetainedEarningsTextBlock,,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,－,－,"　その他利益剰余金の内訳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　（単位：百万円） 固定資産圧縮積立金オープンイノベーション促進税制積立金別途積立金繰越利益剰余金合計2023年３月１日残高398－28,770337,239366,407当事業年度中の変動額     剰余金の配当   △11,377△11,377当期純利益   23,33923,339固定資産圧縮積立金の積立－  －－固定資産圧縮積立金の取崩△7  7－ オープンイノベーション 促進税制積立金の積立 37 △37－当事業年度中の変動額合計△737－11,93211,9622024年２月29日残高3903728,770349,171378,369"
